topo,n,rate,pat,sent,recv,time_taken,injection_rate,sustained_rate,if_worst_latency,queue_cumu_worst_latency,sum_queueing,worst_total_latency,sa,average_latency
ld_XBAR,64,45,random,65536,65536,2535,.450,.403,293,382,5822533,500,.81219951923076923076,115.49736022949218750000
ld_XBAR,64,46,random,65536,65536,2503,.460,.409,302,367,6851285,584,.81969761286456252497,131.11804199218750000000
ld_XBAR,64,47,random,65536,65536,2509,.470,.408,425,438,8129341,519,.82069186345821708516,150.73359680175781250000
ld_XBAR,64,48,random,65536,65536,2559,.480,.400,362,476,10428661,584,.81559518285137423472,186.19802856445312500000
ld_XBAR,64,49,random,65536,65536,2515,.490,.407,305,508,11047221,603,.82645843687872763419,195.52650451660156250000
ld_XBAR,64,50,random,65536,65536,2507,.500,.408,300,554,12730469,688,.82879136334928865842,221.19909667968750000000
bp_XBAR,64,5,random,65536,65536,21795,.050,.046,14,2,2,14,.07241746004435268027,9.17851257324218750000
bp_XBAR,64,7,random,65536,65536,15912,.070,.064,15,2,4,15,.09791409719603653427,9.21673583984375000000
bp_XBAR,64,8,random,65536,65536,13534,.080,.075,16,2,9,16,.11432790025737648391,9.23260498046875000000
bp_XBAR,64,3,random,65536,65536,35424,.030,.028,14,0,0,14,.04511580543322794339,9.14411926269531250000
bp_XBAR,64,6,random,65536,65536,18342,.060,.055,15,0,0,15,.08551987072020499400,9.19866943359375000000
bp_XBAR,64,4,random,65536,65536,26939,.040,.038,14,1,2,14,.05897709098951953178,9.16467285156250000000
bp_XBAR,64,2,random,65536,65536,53648,.020,.019,14,1,1,14,.02999211391073913907,9.13558959960937500000
bp_XBAR,64,1,random,65536,65536,111017,.010,.009,14,0,0,14,.01458744541001228040,9.11798095703125000000
bp_XBAR,64,9,random,65536,65536,12090,.090,.084,16,2,16,16,.12722183450510063413,9.26123046875000000000
bp_XBAR,64,12,random,65536,65536,8984,.120,.113,16,2,35,16,.16796469185960225586,9.33061218261718750000
bp_XBAR,64,13,random,65536,65536,8288,.130,.123,16,2,43,16,.18090129052043114543,9.35203552246093750000
bp_XBAR,64,10,random,65536,65536,10822,.100,.094,16,2,24,16,.14116438639653791658,9.27670288085937500000
bp_XBAR,64,11,random,65536,65536,9847,.110,.103,16,2,26,16,.15423624686875867438,9.30236816406250000000
bp_XBAR,64,14,random,65536,65536,7685,.140,.133,16,2,56,16,.19383437703318152244,9.37908935546875000000
bp_XBAR,64,15,random,65536,65536,7225,.150,.141,17,2,50,17,.20488772347174163783,9.40518188476562500000
bp_XBAR,64,16,random,65536,65536,6778,.160,.151,18,2,70,18,.21700511612324186092,9.43722534179687500000
bp_XBAR,64,20,random,65536,65536,5526,.200,.185,20,2,117,20,.25930826999638074556,9.56195068359375000000
bp_XBAR,64,19,random,65536,65536,5793,.190,.176,20,2,110,20,.24894313898958513148,9.53030395507812500000
bp_XBAR,64,17,random,65536,65536,6370,.170,.160,19,2,91,19,.22942851419413919413,9.46963500976562500000
bp_XBAR,64,22,random,65536,65536,4983,.220,.205,25,4,162,25,.28374624765870626797,9.64360046386718750000
bp_XBAR,64,21,random,65536,65536,5256,.210,.194,19,3,147,19,.27073969035388127853,9.59761047363281250000
bp_XBAR,64,18,random,65536,65536,6065,.180,.168,17,2,86,17,.23937723275625171750,9.50025939941406250000
bp_XBAR,64,23,random,65536,65536,4793,.230,.213,19,2,183,19,.29311789328186939286,9.68351745605468750000
bp_XBAR,64,24,random,65536,65536,4534,.240,.225,22,10,236,22,.30771985507645934421,9.73733520507812500000
bp_XBAR,64,28,random,65536,65536,3972,.280,.257,23,5,352,23,.34205421020057066129,9.93937683105468750000
bp_XBAR,64,27,random,65536,65536,4097,.270,.249,25,10,330,25,.33399661083312993247,9.88491821289062500000
bp_XBAR,64,26,random,65536,65536,4215,.260,.242,24,5,283,24,.32677472568208778173,9.83679199218750000000
bp_XBAR,64,25,random,65536,65536,4399,.250,.232,21,3,250,21,.31506657526331742062,9.78363037109375000000
bp_XBAR,64,29,random,65536,65536,3843,.290,.266,22,4,375,22,.35118065042501517911,10.01289367675781250000
bp_XBAR,64,30,random,65536,65536,3759,.300,.272,26,5,441,26,.35662985224350447814,10.10054016113281250000
bp_XBAR,64,31,random,65536,65536,3622,.310,.282,27,5,509,27,.36736652747101049144,10.17083740234375000000
bp_XBAR,64,32,random,65536,65536,3506,.320,.292,30,6,599,30,.37663113234455219623,10.25846862792968750000
bp_XBAR,64,33,random,65536,65536,3327,.330,.307,33,6,654,33,.39398215985372207193,10.36071777343750000000
bp_XBAR,64,34,random,65536,65536,3223,.340,.317,34,7,900,34,.40370522093804943634,10.48794555664062500000
bp_XBAR,64,36,random,65536,65536,3044,.360,.336,29,8,1081,29,.42118032742006132282,10.72546386718750000000
bp_XBAR,64,35,random,65536,65536,3132,.350,.326,33,10,1158,33,.41229936608663260962,10.61840820312500000000
bp_XBAR,64,38,random,65536,65536,2869,.380,.356,41,22,2113,41,.43971703627861043336,11.07997131347656250000
bp_XBAR,64,37,random,65536,65536,2964,.370,.345,33,8,1708,34,.42879967597278452541,10.88050842285156250000
bp_XBAR,64,39,random,65536,65536,2787,.390,.367,39,15,3045,39,.44818764202846549455,11.31408691406250000000
bp_XBAR,64,40,random,65536,65536,2726,.400,.375,41,22,5528,45,.45374929307287845438,11.71592712402343750000
bp_XBAR,64,41,random,65536,65536,2659,.410,.385,59,38,9894,61,.45993363733233045004,12.28224182128906250000
bp_XBAR,64,42,random,65536,65536,2594,.420,.394,63,24,11502,63,.46684305528784374196,12.58113098144531250000
bp_XBAR,64,44,random,65536,65536,2495,.440,.410,69,42,37213,77,.47277315046760187040,14.55307006835937500000
bp_XBAR,64,43,random,65536,65536,2540,.430,.403,91,40,26630,97,.47094457431102362204,13.60630798339843750000
bp_XBAR,64,45,random,65536,65536,2428,.450,.421,77,66,106143,104,.47716581291186161449,17.12889099121093750000
bp_XBAR,64,46,random,65536,65536,2363,.460,.433,120,97,252638,135,.48193448917336718860,21.13272094726562500000
bp_XBAR,64,47,random,65536,65536,2325,.470,.440,94,185,1093156,204,.48105958781362007168,37.40534973144531250000
bp_XBAR,64,48,random,65536,65536,2303,.480,.444,111,310,1458096,349,.48206766084093211752,43.63438415527343750000
bp_XBAR,64,49,random,65536,65536,2281,.490,.448,137,253,2682599,285,.48492871364898436358,63.90373229980468750000
bp_XBAR,64,50,random,65536,65536,2270,.500,.451,122,330,3733581,371,.48491705671806167400,80.62442016601562500000
CMU,64,8,random,65536,65536,13992,.080,.073,14,0,0,14,0,8.20677185058593750000
CMU,64,7,random,65536,65536,15990,.070,.064,14,0,0,14,0,8.18574523925781250000
CMU,64,6,random,65536,65536,18556,.060,.055,14,0,0,14,0,8.17387390136718750000
CMU,64,5,random,65536,65536,21943,.050,.046,13,0,0,13,0,8.15475463867187500000
CMU,64,4,random,65536,65536,27550,.040,.037,13,0,0,13,0,8.14860534667968750000
CMU,64,3,random,65536,65536,36564,.030,.028,13,0,0,13,0,8.13313293457031250000
CMU,64,9,random,65536,65536,12310,.090,.083,14,0,0,14,0,8.22377014160156250000
CMU,64,10,random,65536,65536,11056,.100,.092,15,0,0,15,0,8.24195861816406250000
CMU,64,11,random,65536,65536,10107,.110,.101,15,0,0,15,0,8.26757812500000000000
CMU,64,12,random,65536,65536,9172,.120,.111,15,0,0,15,0,8.28707885742187500000
CMU,64,13,random,65536,65536,8620,.130,.118,15,0,0,15,0,8.30981445312500000000
CMU,64,16,random,65536,65536,6909,.160,.148,16,0,0,16,0,8.39070129394531250000
CMU,64,15,random,65536,65536,7359,.150,.139,16,0,0,16,0,8.36592102050781250000
CMU,64,14,random,65536,65536,7794,.140,.131,17,0,0,17,0,8.33728027343750000000
CMU,64,2,random,65536,65536,54318,.020,.018,13,0,0,13,0,8.11625671386718750000
CMU,64,17,random,65536,65536,6442,.170,.158,16,0,0,16,0,8.41618347167968750000
CMU,64,18,random,65536,65536,6109,.180,.167,19,0,0,19,0,8.44505310058593750000
CMU,64,19,random,65536,65536,5808,.190,.176,19,0,0,19,0,8.47357177734375000000
CMU,64,21,random,65536,65536,5258,.210,.194,20,0,0,20,0,8.52867126464843750000
CMU,64,20,random,65536,65536,5464,.200,.187,20,0,0,20,0,8.50212097167968750000
CMU,64,23,random,65536,65536,4811,.230,.212,20,0,0,20,0,8.59091186523437500000
CMU,64,22,random,65536,65536,5071,.220,.201,20,0,0,20,0,8.55752563476562500000
CMU,64,24,random,65536,65536,4639,.240,.220,20,0,0,20,0,8.63026428222656250000
CMU,64,25,random,65536,65536,4416,.250,.231,20,0,0,20,0,8.67164611816406250000
CMU,64,26,random,65536,65536,4278,.260,.239,20,0,0,20,0,8.71400451660156250000
CMU,64,31,random,65536,65536,3596,.310,.284,23,0,0,23,0,8.97155761718750000000
CMU,64,29,random,65536,65536,3841,.290,.266,23,0,0,23,0,8.85867309570312500000
CMU,64,30,random,65536,65536,3687,.300,.277,23,0,0,23,0,8.91125488281250000000
CMU,64,27,random,65536,65536,4148,.270,.246,20,0,0,20,0,8.76254272460937500000
CMU,64,28,random,65536,65536,3997,.280,.256,20,0,0,20,0,8.81416320800781250000
CMU,64,32,random,65536,65536,3508,.320,.291,23,0,0,23,0,9.02851867675781250000
CMU,64,33,random,65536,65536,3409,.330,.300,23,0,0,23,0,9.09655761718750000000
CMU,64,38,random,65536,65536,2920,.380,.350,25,0,0,25,0,9.46810913085937500000
CMU,64,37,random,65536,65536,3001,.370,.341,25,0,0,25,0,9.38716125488281250000
CMU,64,36,random,65536,65536,3099,.360,.330,24,0,0,24,0,9.29913330078125000000
CMU,64,35,random,65536,65536,3220,.350,.318,24,0,0,24,0,9.22607421875000000000
CMU,64,34,random,65536,65536,3291,.340,.311,23,0,0,23,0,9.15649414062500000000
CMU,64,39,random,65536,65536,2830,.390,.361,28,0,0,28,0,9.55160522460937500000
CMU,64,40,random,65536,65536,2723,.400,.376,28,0,0,28,0,9.65547180175781250000
CMU,64,44,random,65536,65536,2455,.440,.417,34,0,0,34,0,10.12266540527343750000
CMU,64,43,random,65536,65536,2529,.430,.404,33,0,0,33,0,9.98242187500000000000
CMU,64,42,random,65536,65536,2590,.420,.395,33,0,0,33,0,9.87380981445312500000
CMU,64,41,random,65536,65536,2664,.410,.384,32,0,0,32,0,9.76400756835937500000
CMU,64,45,random,65536,65536,2392,.450,.428,37,2,5,37,0,10.26086425781250000000
CMU,64,46,random,65536,65536,2337,.460,.438,38,0,0,38,0,10.40475463867187500000
CMU,64,1,random,65536,65536,109123,.010,.009,13,0,0,13,0,8.09445190429687500000
CMU,64,47,random,65536,65536,2289,.470,.447,35,0,0,35,0,10.56428527832031250000
CMU,64,50,random,65536,65536,2164,.500,.473,40,2,7,40,0,11.19532775878906250000
CMU,64,49,random,65536,65536,2215,.490,.462,41,0,0,41,0,10.94055175781250000000
CMU,64,48,random,65536,65536,2260,.480,.453,40,1,4,40,0,10.76094055175781250000
CMU,64,8,local,65536,65536,13987,.080,.073,11,0,0,11,0,3.26940917968750000000
CMU,64,5,local,65536,65536,21940,.050,.046,11,0,0,11,0,3.26272583007812500000
CMU,64,7,local,65536,65536,15990,.070,.064,11,0,0,11,0,3.26986694335937500000
CMU,64,4,local,65536,65536,27550,.040,.037,11,0,0,11,0,3.25721740722656250000
CMU,64,6,local,65536,65536,18552,.060,.055,11,0,0,11,0,3.26657104492187500000
CMU,64,3,local,65536,65536,36556,.030,.028,11,0,0,11,0,3.25990295410156250000
CMU,64,11,local,65536,65536,10107,.110,.101,12,0,0,12,0,3.28952026367187500000
CMU,64,9,local,65536,65536,12310,.090,.083,12,0,0,12,0,3.28114318847656250000
CMU,64,10,local,65536,65536,11054,.100,.092,12,0,0,12,0,3.28378295898437500000
CMU,64,13,local,65536,65536,8615,.130,.118,13,0,0,13,0,3.30163574218750000000
CMU,64,12,local,65536,65536,9169,.120,.111,12,0,0,12,0,3.29440307617187500000
CMU,64,14,local,65536,65536,7788,.140,.131,13,0,0,13,0,3.30966186523437500000
CMU,64,2,local,65536,65536,54318,.020,.018,11,0,0,11,0,3.25355529785156250000
CMU,64,17,local,65536,65536,6440,.170,.159,14,0,0,14,0,3.32510375976562500000
CMU,64,19,local,65536,65536,5805,.190,.176,13,0,0,13,0,3.33462524414062500000
CMU,64,16,local,65536,65536,6910,.160,.148,14,0,0,14,0,3.32301330566406250000
CMU,64,18,local,65536,65536,6105,.180,.167,14,0,0,14,0,3.33164978027343750000
CMU,64,15,local,65536,65536,7353,.150,.139,13,0,0,13,0,3.31840515136718750000
CMU,64,20,local,65536,65536,5458,.200,.187,13,0,0,13,0,3.33592224121093750000
CMU,64,21,local,65536,65536,5254,.210,.194,15,0,0,15,0,3.34707641601562500000
CMU,64,26,local,65536,65536,4274,.260,.239,15,0,0,15,0,3.39706420898437500000
CMU,64,25,local,65536,65536,4411,.250,.232,15,0,0,15,0,3.38351440429687500000
CMU,64,24,local,65536,65536,4634,.240,.220,15,0,0,15,0,3.37127685546875000000
CMU,64,23,local,65536,65536,4807,.230,.213,15,0,0,15,0,3.36360168457031250000
CMU,64,22,local,65536,65536,5065,.220,.202,15,0,0,15,0,3.35153198242187500000
CMU,64,27,local,65536,65536,4144,.270,.247,15,0,0,15,0,3.40599060058593750000
CMU,64,28,local,65536,65536,3991,.280,.256,15,0,0,15,0,3.41667175292968750000
CMU,64,31,local,65536,65536,3590,.310,.285,14,0,0,14,0,3.45742797851562500000
CMU,64,33,local,65536,65536,3406,.330,.300,14,0,0,14,0,3.48941040039062500000
CMU,64,30,local,65536,65536,3681,.300,.278,14,0,0,14,0,3.44227600097656250000
CMU,64,29,local,65536,65536,3835,.290,.267,14,0,0,14,0,3.43060302734375000000
CMU,64,32,local,65536,65536,3506,.320,.292,14,0,0,14,0,3.47033691406250000000
CMU,64,34,local,65536,65536,3287,.340,.311,14,0,0,14,0,3.50393676757812500000
CMU,64,35,local,65536,65536,3214,.350,.318,14,0,0,14,0,3.51651000976562500000
CMU,64,39,local,65536,65536,2830,.390,.361,16,0,0,16,0,3.58547973632812500000
CMU,64,40,local,65536,65536,2717,.400,.376,16,0,0,16,0,3.60530090332031250000
CMU,64,38,local,65536,65536,2912,.380,.351,15,0,0,15,0,3.56571960449218750000
CMU,64,36,local,65536,65536,3095,.360,.330,14,0,0,14,0,3.53137207031250000000
CMU,64,37,local,65536,65536,2994,.370,.342,14,0,0,14,0,3.54873657226562500000
CMU,64,41,local,65536,65536,2659,.410,.385,16,0,0,16,0,3.62075805664062500000
CMU,64,42,local,65536,65536,2585,.420,.396,16,0,0,16,0,3.64184570312500000000
CMU,64,46,local,65536,65536,2331,.460,.439,21,0,0,21,0,3.76071166992187500000
CMU,64,44,local,65536,65536,2452,.440,.417,19,0,0,19,0,3.69966125488281250000
CMU,64,47,local,65536,65536,2287,.470,.447,21,0,0,21,0,3.79460144042968750000
CMU,64,45,local,65536,65536,2386,.450,.429,19,0,0,19,0,3.73217773437500000000
CMU,64,43,local,65536,65536,2526,.430,.405,16,0,0,16,0,3.67007446289062500000
CMU,64,48,local,65536,65536,2254,.480,.454,21,0,0,21,0,3.83261108398437500000
CMU,64,49,local,65536,65536,2210,.490,.463,20,0,0,20,0,3.86981201171875000000
CMU,64,50,local,65536,65536,2159,.500,.474,24,1,4,24,0,3.91604614257812500000
CMU,64,1,local,65536,65536,109123,.010,.009,10,0,0,10,0,3.24591064453125000000
CMU,64,58,local,65536,65536,1862,.580,.549,27,14,477,28,0,4.39402770996093750000
CMU,64,57,local,65536,65536,1889,.570,.542,25,5,217,25,0,4.30761718750000000000
CMU,64,56,local,65536,65536,1949,.560,.525,25,4,76,25,0,4.22639465332031250000
CMU,64,54,local,65536,65536,2004,.540,.510,25,2,19,25,0,4.09414672851562500000
CMU,64,55,local,65536,65536,1978,.550,.517,25,3,30,25,0,4.14784240722656250000
CMU,64,53,local,65536,65536,2033,.530,.503,24,1,8,24,0,4.03857421875000000000
CMU,64,52,local,65536,65536,2074,.520,.493,24,1,2,24,0,3.99240112304687500000
CMU,64,51,local,65536,65536,2118,.510,.483,24,1,6,24,0,3.95861816406250000000
CMU,64,61,local,65536,65536,1767,.610,.579,29,14,1409,29,0,4.70941162109375000000
CMU,64,62,local,65536,65536,1732,.620,.591,29,14,1776,31,0,4.82247924804687500000
CMU,64,63,local,65536,65536,1710,.630,.598,32,17,2906,32,0,4.97619628906250000000
CMU,64,59,local,65536,65536,1838,.590,.557,27,14,688,28,0,4.48869323730468750000
CMU,64,64,local,65536,65536,1681,.640,.609,32,18,4209,32,0,5.14326477050781250000
CMU,64,65,local,65536,65536,1655,.650,.618,35,22,6081,36,0,5.32481384277343750000
CMU,64,60,local,65536,65536,1814,.600,.564,27,14,896,28,0,4.58074951171875000000
CMU,64,66,local,65536,65536,1624,.660,.630,36,25,9258,37,0,5.59651184082031250000
CMU,64,70,local,65536,65536,1558,.700,.657,47,93,97552,102,0,8.16664123535156250000
CMU,64,67,local,65536,65536,1599,.670,.640,43,36,15808,46,0,5.96931457519531250000
CMU,64,73,local,65536,65536,1560,.730,.656,58,157,336344,171,0,13.25018310546875000000
CMU,64,68,local,65536,65536,1560,.680,.656,44,51,27173,59,0,6.39640808105468750000
CMU,64,71,local,65536,65536,1552,.710,.659,50,107,137942,118,0,9.11807250976562500000
CMU,64,69,local,65536,65536,1559,.690,.656,44,70,56019,81,0,7.11311340332031250000
CMU,64,72,local,65536,65536,1564,.720,.654,53,142,227731,151,0,11.01087951660156250000
CMU,64,74,local,65536,65536,1557,.740,.657,59,191,443284,201,0,15.30148315429687500000
CMU,64,79,local,65536,65536,1537,.790,.666,59,257,1564460,267,0,34.29379272460937500000
CMU,64,76,local,65536,65536,1534,.760,.667,51,199,783066,208,0,21.46237182617187500000
CMU,64,81,local,65536,65536,1535,.810,.667,77,282,2150304,291,0,44.26202392578125000000
CMU,64,82,local,65536,65536,1539,.820,.665,83,309,2479623,317,0,49.52412414550781250000
CMU,64,77,local,65536,65536,1551,.770,.660,51,244,1063622,254,0,25.99620056152343750000
CMU,64,75,local,65536,65536,1552,.750,.659,53,201,587815,211,0,17.97166442871093750000
CMU,64,78,local,65536,65536,1546,.780,.662,50,251,1266439,262,0,29.40161132812500000000
CMU,64,80,local,65536,65536,1549,.800,.661,77,287,1829429,299,0,38.76580810546875000000
CMU,64,84,local,65536,65536,1546,.840,.662,88,342,3093628,350,0,59.54466247558593750000
CMU,64,83,local,65536,65536,1553,.830,.659,75,341,2814105,348,0,55.04260253906250000000
CMU,64,85,local,65536,65536,1542,.850,.664,107,347,3602697,355,0,67.53323364257812500000
CMU,64,86,local,65536,65536,1561,.860,.655,82,381,4105233,388,0,75.18881225585937500000
CMU,64,90,local,65536,65536,1540,.900,.664,87,400,5658211,407,0,99.09393310546875000000
CMU,64,87,local,65536,65536,1559,.870,.656,91,395,4553619,404,0,82.13903808593750000000
CMU,64,88,local,65536,65536,1552,.880,.659,84,397,4873203,405,0,87.03294372558593750000
CMU,64,89,local,65536,65536,1551,.890,.660,106,405,5266327,412,0,93.20892333984375000000
CMU,64,91,local,65536,65536,1554,.910,.658,91,419,6041070,427,0,105.05993652343750000000
CMU,64,92,local,65536,65536,1552,.920,.659,98,426,6450954,433,0,111.34336853027343750000
CMU,64,93,local,65536,65536,1543,.930,.663,98,426,6773552,433,0,116.34864807128906250000
CMU,64,95,local,65536,65536,1553,.950,.659,83,466,7601018,473,0,128.90986633300781250000
CMU,64,98,local,65536,65536,1535,.980,.667,108,487,8572542,494,0,143.93620300292968750000
CMU,64,94,local,65536,65536,1556,.940,.658,83,459,7147764,467,0,121.96122741699218750000
CMU,64,96,local,65536,65536,1550,.960,.660,94,476,7974890,483,0,134.73017883300781250000
CMU,64,97,local,65536,65536,1553,.970,.659,123,489,8273038,496,0,139.46455383300781250000
CMU,64,99,local,65536,65536,1540,.990,.664,126,504,8898102,511,0,148.94526672363281250000
CMU,64,100,local,65536,65536,1551,1.000,.660,111,521,9196247,528,0,153.50128173828125000000
CMU,64,56,random,65536,65536,1957,.560,.523,53,20,2416,56,0,13.10864257812500000000
CMU,64,55,random,65536,65536,1986,.550,.515,51,20,2139,55,0,12.70783996582031250000
CMU,64,53,random,65536,65536,2038,.530,.502,47,7,229,47,0,12.00425720214843750000
CMU,64,54,random,65536,65536,2010,.540,.509,51,16,1118,53,0,12.36413574218750000000
CMU,64,52,random,65536,65536,2080,.520,.492,39,6,132,39,0,11.63824462890625000000
CMU,64,51,random,65536,65536,2124,.510,.482,46,7,117,46,0,11.43972778320312500000
CMU,64,57,random,65536,65536,1892,.570,.541,70,29,5374,70,0,13.71072387695312500000
CMU,64,58,random,65536,65536,1869,.580,.547,81,45,13660,93,0,14.46272277832031250000
CMU,64,60,random,65536,65536,1820,.600,.562,77,68,70815,111,0,17.09469604492187500000
CMU,64,61,random,65536,65536,1775,.610,.576,95,102,145141,143,0,19.07698059082031250000
CMU,64,62,random,65536,65536,1759,.620,.582,91,173,327804,209,0,23.09008789062500000000
CMU,64,64,random,65536,65536,1768,.640,.579,94,238,1061068,271,0,35.91738891601562500000
CMU,64,63,random,65536,65536,1781,.630,.574,99,232,680300,275,0,29.26669311523437500000
CMU,64,59,random,65536,65536,1845,.590,.555,86,57,39627,95,0,15.81340026855468750000
CMU,64,65,random,65536,65536,1793,.650,.571,97,325,1521012,367,0,43.86865234375000000000
CMU,64,66,random,65536,65536,1842,.660,.555,94,408,2141434,446,0,53.85374450683593750000
CMU,64,67,random,65536,65536,1809,.670,.566,100,380,2531508,424,0,60.50778198242187500000
CMU,64,68,random,65536,65536,1911,.680,.535,115,531,3313856,559,0,73.11169433593750000000
CMU,64,70,random,65536,65536,1916,.700,.534,108,564,4374909,591,0,90.15940856933593750000
CMU,64,71,random,65536,65536,1894,.710,.540,110,585,4776665,618,0,96.29432678222656250000
CMU,64,69,random,65536,65536,1908,.690,.536,114,541,4004168,565,0,84.01016235351562500000
CMU,64,72,random,65536,65536,1857,.720,.551,124,532,5729024,565,0,111.39833068847656250000
CMU,64,74,random,65536,65536,1897,.740,.539,103,621,7036569,648,0,131.71098327636718750000
CMU,64,73,random,65536,65536,1909,.730,.536,98,600,6363410,626,0,121.39086914062500000000
CMU,64,75,random,65536,65536,1898,.750,.539,105,631,7523606,658,0,139.38148498535156250000
CMU,64,76,random,65536,65536,1898,.760,.539,101,645,8255790,675,0,150.54753112792968750000
CMU,64,78,random,65536,65536,1910,.780,.536,106,701,9507820,733,0,170.39114379882812500000
CMU,64,79,random,65536,65536,1907,.790,.536,111,692,10009504,724,0,178.02194213867187500000
CMU,64,77,random,65536,65536,1909,.770,.536,94,654,8877007,681,0,160.37460327148437500000
CMU,64,80,random,65536,65536,1897,.800,.539,118,698,10420469,730,0,184.29289245605468750000
CMU,64,82,random,65536,65536,1903,.820,.538,108,723,11189675,748,0,196.49229431152343750000
CMU,64,81,random,65536,65536,1936,.810,.528,102,751,10696571,776,0,188.64639282226562500000
CMU,64,83,random,65536,65536,1898,.830,.539,130,723,11732443,754,0,205.02653503417968750000
CMU,64,85,random,65536,65536,1889,.850,.542,139,733,12723946,760,0,220.23649597167968750000
CMU,64,84,random,65536,65536,1924,.840,.532,113,759,12216536,783,0,212.58070373535156250000
CMU,64,87,random,65536,65536,1866,.870,.548,99,728,13189790,760,0,227.56231689453125000000
CMU,64,86,random,65536,65536,1921,.860,.533,110,789,13026789,814,0,225.08163452148437500000
CMU,64,88,random,65536,65536,1906,.880,.537,117,771,13787078,802,0,236.66348266601562500000
CMU,64,89,random,65536,65536,1925,.890,.531,118,804,14564533,840,0,248.49952697753906250000
CMU,64,90,random,65536,65536,1919,.900,.533,112,807,14829189,841,0,252.54776000976562500000
CMU,64,91,random,65536,65536,1890,.910,.541,114,792,15143924,816,0,257.44372558593750000000
CMU,64,92,random,65536,65536,1909,.920,.536,120,814,15513847,839,0,263.18177795410156250000
CMU,64,93,random,65536,65536,1897,.930,.539,116,818,15805008,847,0,267.65174865722656250000
CMU,64,95,random,65536,65536,1899,.950,.539,106,828,16503820,860,0,278.11846923828125000000
CMU,64,94,random,65536,65536,1933,.940,.529,110,859,16309106,881,0,275.16181945800781250000
CMU,64,96,random,65536,65536,1898,.960,.539,106,832,16973995,860,0,285.30232238769531250000
CMU,64,97,random,65536,65536,1897,.970,.539,111,838,17342951,867,0,291.04313659667968750000
CMU,64,98,random,65536,65536,1889,.980,.542,119,840,17352556,872,0,291.21665954589843750000
CMU,64,99,random,65536,65536,1911,.990,.535,109,870,17882101,892,0,299.31825256347656250000
CMU,64,100,random,65536,65536,1909,1.000,.536,118,872,18146672,894,0,303.20117187500000000000
bp_XBAR,64,55,random,65536,65536,2328,.550,.439,147,602,9551893,637,.47059853325458190148,170.63830566406250000000
bp_XBAR,64,58,random,65536,65536,2285,.580,.448,135,616,12467748,659,.47910056528081692195,215.24559020996093750000
bp_XBAR,64,54,random,65536,65536,2280,.540,.449,118,515,7686874,552,.48036823830409356725,141.77784729003906250000
bp_XBAR,64,56,random,65536,65536,2292,.560,.446,115,624,10266663,667,.47798104366637579988,181.45625305175781250000
bp_XBAR,64,65,random,65536,65536,2265,.650,.452,140,785,18472254,807,.48354661055923473142,307.03854370117187500000
bp_XBAR,64,64,random,65536,65536,2284,.640,.448,119,746,17451127,766,.47879382844424985405,291.40707397460937500000
bp_XBAR,64,52,random,65536,65536,2286,.520,.447,115,414,6172031,453,.48100701279527559055,118.48922729492187500000
bp_XBAR,64,62,random,65536,65536,2268,.620,.451,139,664,16038671,691,.48288288598618459729,269.87472534179687500000
bp_XBAR,64,66,random,65536,65536,2260,.660,.453,124,725,19362320,748,.48313456397492625368,320.66638183593750000000
bp_XBAR,64,63,random,65536,65536,2293,.630,.446,125,808,17006372,839,.47750967618839947666,284.51460266113281250000
bp_XBAR,64,51,random,65536,65536,2281,.510,.448,114,397,4954572,432,.48214587443372789712,99.69259643554687500000
bp_XBAR,64,59,random,65536,65536,2278,.590,.449,121,599,13240594,634,.47945646308896693005,227.08387756347656250000
bp_XBAR,64,61,random,65536,65536,2276,.610,.449,120,684,15247940,713,.48033259190099589923,257.72146606445312500000
bp_XBAR,64,60,random,65536,65536,2293,.600,.446,125,685,14557855,716,.47764312127489460677,247.35420227050781250000
bp_XBAR,64,53,random,65536,65536,2251,.530,.454,110,396,6925671,439,.48652103694654227750,130.07218933105468750000
bp_XBAR,64,57,random,65536,65536,2284,.570,.448,119,616,11433434,649,.47962102761967308814,199.53152465820312500000
bp_XBAR,64,67,random,65536,65536,2291,.670,.446,138,787,20166424,807,.47723485468499927251,333.05104064941406250000
bp_XBAR,64,69,random,65536,65536,2270,.690,.451,120,844,21383880,869,.48027429790748898678,351.60052490234375000000
bp_XBAR,64,68,random,65536,65536,2259,.680,.453,129,817,20606443,839,.48302392282720967979,339.52720642089843750000
bp_XBAR,64,73,random,65536,65536,2276,.730,.449,113,891,24371912,919,.48005569896016403046,397.23765563964843750000
bp_XBAR,64,70,random,65536,65536,2279,.700,.449,147,847,22235821,873,.47956089110721076495,364.64088439941406250000
bp_XBAR,64,74,random,65536,65536,2324,.740,.440,119,1004,24780135,1026,.47140122991967871485,403.42106628417968750000
bp_XBAR,64,72,random,65536,65536,2338,.720,.437,124,945,23335376,962,.46769017768035357855,381.28013610839843750000
bp_XBAR,64,75,random,65536,65536,2288,.750,.447,118,942,25603167,964,.47841831020541958041,415.95100402832031250000
bp_XBAR,64,71,random,65536,65536,2275,.710,.450,124,909,23009374,930,.48047103937728937728,376.57122802734375000000
ld_XBAR,64,51,random,65536,65536,2524,.510,.405,252,586,13664962,694,.82444986463285789751,235.51194763183593750000
ld_XBAR,64,53,random,65536,65536,2538,.530,.403,322,705,16528112,795,.82536025331625952193,279.38401794433593750000
